look_back|batch_size|percent
14|150|53.69458128078818
14|170|52.216748768472904
14|190|53.20197044334975
14|210|51.724137931034484
14|230|54.1871921182266
14|250|52.70935960591133
14|270|52.70935960591133
14|290|53.69458128078818
