look_back|batch_size|percent
10|1|53.78590078328982
10|2|56.13577023498694
10|3|56.65796344647519
10|4|54.56919060052219
10|5|52.74151436031332
10|6|55.09138381201044
10|7|53.78590078328982
10|8|54.56919060052219
10|9|53.00261096605744
10|12|55.61357702349869
10|14|55.35248041775457
10|16|54.04699738903394
10|18|54.83028720626632
10|20|53.52480417754569
10|25|54.56919060052219
10|30|53.26370757180157
10|35|53.52480417754569
10|40|54.56919060052219
10|45|54.56919060052219
