date|close_price
2012-11-02|13093.1601562
2012-11-05|13112.4404297
2012-11-06|13245.6796875
2012-11-07|12932.7304688
2012-11-08|12811.3203125
2012-11-09|12815.3896484
2012-11-12|12815.0800781
2012-11-13|12756.1796875
2012-11-14|12570.9501953
2012-11-15|12542.3798828
2012-11-16|12588.3095703
2012-11-19|12795.9599609
2012-11-20|12788.5097656
2012-11-21|12836.8896484
2012-11-23|13009.5302734
2012-11-26|12967.3701172
2012-11-27|12878.1298828
2012-11-28|12985.1103516
2012-11-29|13021.8203125
2012-11-30|13025.5800781
2012-12-03|12965.5996094
2012-12-04|12951.7802734
2012-12-05|13034.4902344
2012-12-06|13074.0400391
2012-12-07|13155.1298828
2012-12-10|13169.8798828
2012-12-11|13248.4404297
2012-12-12|13245.4501953
2012-12-13|13170.7197266
2012-12-14|13135.0097656
2012-12-17|13235.3896484
2012-12-18|13350.9599609
2012-12-19|13251.9697266
2012-12-20|13311.7197266
2012-12-21|13190.8398438
2012-12-24|13138.9296875
2012-12-26|13114.5898438
2012-12-27|13096.3095703
2012-12-28|12938.1103516
2012-12-31|13104.1396484
2013-01-02|13412.5498047
2013-01-03|13391.3603516
2013-01-04|13435.2099609
2013-01-07|13384.2900391
2013-01-08|13328.8496094
2013-01-09|13390.5097656
2013-01-10|13471.2197266
2013-01-11|13488.4296875
2013-01-14|13507.3203125
2013-01-15|13534.8896484
2013-01-16|13511.2304688
2013-01-17|13596.0195312
2013-01-18|13649.7001953
2013-01-22|13712.2099609
2013-01-23|13779.3300781
2013-01-24|13825.3300781
2013-01-25|13895.9804688
2013-01-28|13881.9296875
2013-01-29|13954.4199219
2013-01-30|13910.4199219
2013-01-31|13860.5800781
2013-02-01|14009.7900391
2013-02-04|13880.0800781
2013-02-05|13979.2998047
2013-02-06|13986.5195312
2013-02-07|13944.0498047
2013-02-08|13992.9697266
2013-02-11|13971.2402344
2013-02-12|14018.7001953
2013-02-13|13982.9101562
2013-02-14|13973.3896484
2013-02-15|13981.7597656
2013-02-19|14035.6699219
2013-02-20|13927.5400391
2013-02-21|13880.6201172
2013-02-22|14000.5703125
2013-02-25|13784.1699219
2013-02-26|13900.1298828
2013-02-27|14075.3701172
2013-02-28|14054.4902344
2013-03-01|14089.6601562
2013-03-04|14127.8203125
2013-03-05|14253.7695312
2013-03-06|14296.2402344
