date|close_price|high_price|low_price
03/05/2013|475.24|475.24|470.81
06/05/2013|488.32|488.32|478.94
07/05/2013|485.58|491.56|484.39
08/05/2013|485.07|488.04|483.03
09/05/2013|486.22|488.57|485.20
10/05/2013|486.10|490.76|484.75
13/05/2013|488.93|490.38|486.96
14/05/2013|483.85|487.45|480.79
15/05/2013|485.97|487.52|481.80
16/05/2013|490.34|491.44|485.28
17/05/2013|487.60|491.85|487.60
20/05/2013|492.27|492.96|485.42
21/05/2013|500.18|502.60|495.95
22/05/2013|502.23|504.68|501.44
23/05/2013|498.22|506.58|498.22
24/05/2013|500.24|503.60|495.96
27/05/2013|512.41|516.08|504.38
28/05/2013|516.33|517.97|512.81
29/05/2013|515.09|520.36|511.31
30/05/2013|521.45|521.45|513.68
31/05/2013|518.39|526.58|518.39
03/06/2013|517.03|521.35|516.64
04/06/2013|510.69|521.96|510.69
05/06/2013|514.64|514.64|508.86
06/06/2013|520.90|521.28|513.16
07/06/2013|527.97|527.97|523.19
10/06/2013|524.56|533.15|524.56
11/06/2013|521.95|525.68|520.94
12/06/2013|518.24|524.91|518.24
13/06/2013|515.09|519.54|510.07
14/06/2013|509.03|518.00|509.03
17/06/2013|498.52|511.23|498.31
18/06/2013|503.37|504.11|500.61
19/06/2013|503.37|504.11|498.88
20/06/2013|499.51|503.75|498.55
21/06/2013|498.84|501.25|495.23
24/06/2013|489.74|501.14|487.41
25/06/2013|473.02|488.55|466.78
26/06/2013|473.53|476.47|466.41
27/06/2013|482.95|482.95|475.00
28/06/2013|481.13|485.94|479.94
01/07/2013|480.04|482.03|475.26
02/07/2013|489.84|490.14|480.72
03/07/2013|487.35|492.93|487.11
04/07/2013|487.22|490.65|486.49
05/07/2013|485.66|489.99|485.22
08/07/2013|482.77|485.95|480.58
09/07/2013|485.50|485.50|481.14
10/07/2013|484.43|489.83|484.43
11/07/2013|484.47|485.44|482.11
12/07/2013|493.99|493.99|485.13
15/07/2013|494.10|498.32|492.95
16/07/2013|496.22|497.83|493.74
17/07/2013|497.50|497.98|493.37
18/07/2013|496.84|500.51|494.23
19/07/2013|503.76|505.38|499.28
22/07/2013|506.16|507.71|501.63
23/07/2013|504.29|508.64|504.22
24/07/2013|494.18|504.27|493.36
25/07/2013|491.78|495.85|491.71
26/07/2013|493.93|495.16|487.92
29/07/2013|485.69|494.36|485.56
30/07/2013|488.54|490.36|485.74
31/07/2013|491.85|493.10|487.10
01/08/2013|492.43|494.31|489.57
02/08/2013|494.66|495.71|493.02
05/08/2013|493.66|496.74|492.75
06/08/2013|496.56|496.56|491.91
07/08/2013|500.10|502.26|495.02
08/08/2013|498.22|503.51|497.08
09/08/2013|500.62|502.04|498.88
12/08/2013|499.46|501.39|497.53
13/08/2013|497.73|502.63|497.40
14/08/2013|503.57|503.89|496.35
15/08/2013|508.22|509.60|505.03
16/08/2013|507.79|510.22|505.48
19/08/2013|511.02|513.34|507.16
20/08/2013|504.81|510.29|504.11
21/08/2013|502.70|504.78|497.01
22/08/2013|496.12|503.92|494.40
23/08/2013|486.82|497.89|482.78
26/08/2013|490.54|490.54|478.59
27/08/2013|485.57|489.89|485.57
28/08/2013|473.30|482.48|470.29
29/08/2013|468.55|477.09|468.55
30/08/2013|472.70|472.70|462.13
03/09/2013|472.17|477.08|470.26
04/09/2013|471.45|476.42|469.30
05/09/2013|477.57|477.77|470.72
06/09/2013|480.03|480.55|475.16
09/09/2013|470.16|478.98|469.39
10/09/2013|474.53|475.62|470.16
11/09/2013|476.40|478.95|473.68
12/09/2013|475.59|477.25|474.96
13/09/2013|476.42|478.00|474.54
16/09/2013|475.57|478.70|473.97
17/09/2013|477.73|480.16|475.82
18/09/2013|474.26|479.43|473.52
19/09/2013|476.09|478.99|475.69
20/09/2013|477.19|477.19|474.70
23/09/2013|479.09|479.09|475.06
24/09/2013|482.82|483.78|478.85
25/09/2013|486.22|488.98|482.41
26/09/2013|485.11|487.88|482.61
27/09/2013|486.61|487.82|483.85
30/09/2013|492.63|492.65|486.70
01/10/2013|492.24|496.59|491.34
02/10/2013|494.39|496.86|492.58
03/10/2013|492.30|495.00|491.59
04/10/2013|497.50|497.73|490.43
07/10/2013|500.47|502.16|496.92
08/10/2013|502.22|502.64|497.58
09/10/2013|500.67|502.52|498.98
10/10/2013|494.81|501.64|494.81
11/10/2013|494.53|498.58|494.53
14/10/2013|493.62|495.67|492.81
15/10/2013|495.72|495.72|492.37
16/10/2013|498.96|500.60|495.02
17/10/2013|499.59|502.64|498.83
18/10/2013|500.83|501.39|497.91
21/10/2013|501.57|503.72|500.25
22/10/2013|500.57|502.95|498.74
