date,close_price,predict
2016-01-26|1903.63000488|1897.05727386
2016-01-27|1882.94995117|1921.98069078
2016-01-28|1893.35998535|1866.70867902
2016-01-29|1940.23999023|1903.81886918
2016-02-01|1939.38000488|1979.09476689
2016-02-02|1903.0300293|1946.64592433
2016-02-03|1912.5300293|1872.69313665
2016-02-04|1915.44995117|1914.49296939
2016-02-05|1880.05004883|1920.73275402
2016-02-08|1853.43994141|1854.26923354
2016-02-09|1852.20996094|1826.35168915
2016-02-10|1851.85998535|1847.72220296
2016-02-11|1829.07995605|1852.61696742
2016-02-12|1864.7800293|1810.52927852
2016-02-16|1895.57995605|1889.65799952
2016-02-17|1926.81994629|1924.95710868
2016-02-18|1917.82995605|1958.53889341
2016-02-19|1917.7800293|1911.77510453
2016-02-22|1945.5|1917.87623699
2016-02-23|1921.27001953|1968.39065786
2016-02-24|1929.80004883|1907.13146651
2016-02-25|1951.69995117|1933.89348652
2016-02-26|1948.05004883|1968.57971679
2016-02-29|1932.22998047|1950.20201987
2016-03-01|1978.34997559|1918.49751701
2016-03-02|1986.44995117|2012.98967836
2016-03-03|1993.40002441|1998.87128478
2016-03-04|1999.98999023|2000.99408114
2016-03-07|2001.76000977|2003.44190022
2016-03-08|1979.26000977|2005.71396777
2016-03-09|1989.26000977|1962.59811554
2016-03-10|1989.56994629|1994.53314528
2016-03-11|2022.18994141|1990.74464101
2016-03-14|2019.64001465|2048.7096503
2016-03-15|2015.93005371|2019.92699162
2016-03-16|2027.2199707|2013.77414184
2016-03-17|2040.58996582|2034.24002247
2016-03-18|2049.58007812|2053.52846859
2016-03-21|2051.60009766|2058.08221457
2016-03-22|2049.80004883|2053.70428734
2016-03-23|2036.70996094|2048.7007115
2016-03-24|2035.93994141|2026.90946934
2016-03-28|2037.05004883|2034.31724562
2016-03-29|2055.01000977|2037.77232603
2016-03-30|2063.94995117|2069.1409183
2016-03-31|2059.73999023|2072.14220352
2016-04-01|2072.7800293|2057.70718833
2016-04-04|2066.12988281|2081.72432546
2016-04-05|2045.17004395|2062.7752176
2016-04-06|2066.65991211|2029.87701564
2016-04-07|2041.91003418|2079.86532445
2016-04-08|2047.59997559|2026.88399712
2016-04-11|2041.98999023|2049.93137555
2016-04-12|2061.7199707|2036.57325021
2016-04-13|2082.41992188|2077.41602676
2016-04-14|2082.7800293|2098.48215099
2016-04-15|2080.72998047|2085.71929579
2016-04-18|2094.34008789|2078.63869294
2016-04-19|2100.80004883|2104.06164077
2016-04-20|2102.39990234|2107.58937412
2016-04-21|2091.47998047|2104.42342684
2016-04-22|2091.58007812|2083.3125414
2016-04-25|2087.79003906|2090.9048064
2016-04-26|2091.69995117|2085.13840838
2016-04-27|2095.14990234|2094.53261395
2016-04-28|2075.81005859|2097.56595787
2016-04-29|2065.30004883|2062.7296499
2016-05-02|2081.42993164|2055.76377281
2016-05-03|2063.37011719|2091.80581029
2016-05-04|2051.12011719|2053.12333272
2016-05-05|2050.62988281|2040.71171177
2016-05-06|2057.13989258|2047.86637894
2016-05-09|2058.68994141|2062.76708531
2016-05-10|2084.38989258|2060.10742345
2016-05-11|2064.45996094|2102.67364045
2016-05-12|2064.11010742|2052.77848333
2016-05-13|2046.60998535|2062.54327933
2016-05-16|2066.65991211|2033.4876849
2016-05-17|2047.20996094|2080.52444313
2016-05-18|2047.63000488|2035.19815402
2016-05-19|2040.04003906|2046.78942188
2016-05-20|2052.32006836|2033.40521945
2016-05-23|2048.04003906|2061.31241366
2016-05-24|2076.06005859|2045.45082018
2016-05-25|2090.54003906|2095.29866216
2016-05-26|2090.10009766|2102.50219028
2016-05-27|2099.06005859|2092.08271138
2016-05-31|2096.94995117|2104.35910782
2016-06-01|2099.33007812|2096.97962653
2016-06-02|2105.26000977|2101.36024212
2016-06-03|2099.12988281|2109.19734951
2016-06-06|2109.40991211|2095.93956721
2016-06-07|2112.12988281|2115.70654142
