date,close_price,high_price,low_price
23/03/2001,259.60
26/03/2001,260.11
28/03/2001,264.70
30/03/2001,269.30
02/04/2001,274.43
04/04/2001,279.56
06/04/2001,284.69
09/04/2001,289.82
11/04/2001,295.09
13/04/2001,300.36
16/04/2001,306.16
18/04/2001,311.96
20/04/2001,317.76
23/04/2001,313.74
25/04/2001,315.27
27/04/2001,321.07
02/05/2001,327.13
04/05/2001,332.00
07/05/2001,338.35
09/05/2001,344.47
11/05/2001,351.06
14/05/2001,357.65
16/05/2001,364.27
18/05/2001,370.90
21/05/2001,377.43
23/05/2001,384.16
25/05/2001,390.88
28/05/2001,397.50
30/05/2001,404.26
01/06/2001,411.03
04/06/2001,417.79
06/06/2001,424.56
08/06/2001,426.58
11/06/2001,428.02
13/06/2001,456.18
15/06/2001,486.34
18/06/2001,518.62
20/06/2001,553.56
22/06/2001,563.00
25/06/2001,571.04
27/06/2001,531.93
29/06/2001,500.28
02/07/2001,491.17
04/07/2001,512.80
06/07/2001,502.93
09/07/2001,470.83
11/07/2001,436.13
13/07/2001,416.46
16/07/2001,411.43
18/07/2001,438.12
20/07/2001,466.67
23/07/2001,438.33
25/07/2001,450.87
27/07/2001,445.37
30/07/2001,422.46
01/08/2001,395.63
03/08/2001,371.76
06/08/2001,350.69
08/08/2001,373.63
10/08/2001,394.18
13/08/2001,368.34
15/08/2001,344.31
17/08/2001,321.83
20/08/2001,302.25
22/08/2001,320.98
24/08/2001,300.03
27/08/2001,279.65
29/08/2001,261.35
31/08/2001,277.40
05/09/2001,296.43
07/09/2001,307.76
10/09/2001,286.55
12/09/2001,284.68
14/09/2001,274.64
17/09/2001,266.09
19/09/2001,273.37
21/09/2001,272.03
24/09/2001,259.75
26/09/2001,249.72
28/09/2001,244.46
01/10/2001,229.06
03/10/2001,214.29
05/10/2001,203.12
08/10/2001,217.10
10/10/2001,221.18
12/10/2001,225.27
15/10/2001,229.35
17/10/2001,233.48
19/10/2001,237.62
22/10/2001,242.01
24/10/2001,246.41
26/10/2001,250.85
29/10/2001,255.55
31/10/2001,260.29
02/11/2001,265.03
05/11/2001,269.77
07/11/2001,274.89
09/11/2001,280.03
12/11/2001,285.06
14/11/2001,290.51
16/11/2001,295.97
19/11/2001,301.09
21/11/2001,296.11
23/11/2001,292.17
26/11/2001,296.90
28/11/2001,293.03
30/11/2001,288.52
03/12/2001,283.02
05/12/2001,279.15
07/12/2001,275.49
10/12/2001,271.62
12/12/2001,267.83
14/12/2001,263.04
17/12/2001,259.08
19/12/2001,247.26
21/12/2001,250.95
24/12/2001,248.05
26/12/2001,242.75
28/12/2001,239.27
31/12/2001,235.40
02/01/2002,231.70
04/01/2002,227.79
07/01/2002,225.95
09/01/2002,222.90
11/01/2002,219.22
14/01/2002,214.16
16/01/2002,210.68
18/01/2002,206.79
21/01/2002,203.27
23/01/2002,206.01
25/01/2002,209.02
28/01/2002,210.76
30/01/2002,207.55
01/02/2002,204.48
04/02/2002,203.77
06/02/2002,205.37
08/02/2002,205.20
18/02/2002,202.89
20/02/2002,199.52
22/02/2002,196.58
25/02/2002,193.79
27/02/2002,191.10
01/03/2002,193.59
04/03/2002,190.98
05/03/2002,188.22
06/03/2002,185.74
07/03/2002,183.20
08/03/2002,181.20
11/03/2002,180.73
12/03/2002,182.92
13/03/2002,185.66
14/03/2002,188.97
15/03/2002,192.39
18/03/2002,190.30
19/03/2002,187.06
20/03/2002,189.05
21/03/2002,189.26
22/03/2002,187.67
25/03/2002,188.71
26/03/2002,191.97
27/03/2002,195.11
28/03/2002,197.89
29/03/2002,200.15
01/04/2002,203.14
02/04/2002,203.22
03/04/2002,202.16
04/04/2002,201.38
05/04/2002,198.77
08/04/2002,198.52
09/04/2002,200.48
10/04/2002,200.85
11/04/2002,200.36
12/04/2002,199.69
15/04/2002,200.40
16/04/2002,198.44
17/04/2002,197.12
18/04/2002,199.31
19/04/2002,201.43
22/04/2002,201.14
23/04/2002,202.81
24/04/2002,205.65
25/04/2002,207.06
26/04/2002,208.48
02/05/2002,209.52
03/05/2002,212.95
06/05/2002,214.23
07/05/2002,210.43
08/05/2002,207.05
09/05/2002,208.85
10/05/2002,211.88
13/05/2002,209.62
14/05/2002,209.88
15/05/2002,209.82
16/05/2002,209.08
17/05/2002,209.79
20/05/2002,208.14
21/05/2002,208.93
22/05/2002,209.66
23/05/2002,208.93
24/05/2002,208.04
27/05/2002,206.30
28/05/2002,205.02
29/05/2002,203.65
30/05/2002,203.77
31/05/2002,207.12
03/06/2002,207.81
04/06/2002,205.68
05/06/2002,205.48
06/06/2002,205.07
07/06/2002,203.06
10/06/2002,204.88
11/06/2002,203.53
12/06/2002,203.79
13/06/2002,202.35
14/06/2002,200.75
17/06/2002,197.77
18/06/2002,195.59
19/06/2002,192.13
20/06/2002,193.32
21/06/2002,196.89
24/06/2002,200.50
25/06/2002,202.40
26/06/2002,200.50
27/06/2002,199.61
28/06/2002,202.06
01/07/2002,200.26
02/07/2002,199.94
03/07/2002,199.61
04/07/2002,199.70
05/07/2002,200.50
08/07/2002,200.19
09/07/2002,199.00
10/07/2002,197.27
11/07/2002,197.25
12/07/2002,198.17
15/07/2002,197.37
16/07/2002,196.85
17/07/2002,194.30
18/07/2002,192.42
19/07/2002,191.25
22/07/2002,193.36
23/07/2002,196.85
24/07/2002,197.42
25/07/2002,194.49
26/07/2002,195.79
29/07/2002,195.16
30/07/2002,196.94
31/07/2002,197.57
01/08/2002,197.12
02/08/2002,195.06
05/08/2002,193.67
06/08/2002,194.34
07/08/2002,194.06
08/08/2002,193.39
09/08/2002,192.49
12/08/2002,191.53
13/08/2002,189.78
14/08/2002,188.73
15/08/2002,189.55
16/08/2002,191.67
19/08/2002,192.67
20/08/2002,190.96
21/08/2002,190.90
22/08/2002,190.95
23/08/2002,190.21
26/08/2002,189.97
27/08/2002,189.32
28/08/2002,190.54
