look_back|batch_size|percent
7|1|52.40384615384615
7|2|50.96153846153846
7|3|51.44230769230769
7|4|54.32692307692308
7|5|52.40384615384615
7|6|55.28846153846154
7|7|53.36538461538461
7|8|56.73076923076923
7|9|53.84615384615385
