close_price|predict
18138.3808594|18081.4414014
18086.4003906|18175.7571713
18161.9394531|18035.2825349
18202.6191406|18232.6137438
18162.3496094|18242.6493512
18145.7109375|18120.9912139
18223.0292969|18128.550495
18169.2695312|18300.6149391
18199.3300781|18118.166131
18169.6796875|18226.9195024
18161.1894531|18142.7911991
18142.4199219|18152.8882046
18037.0996094|18125.6337962
17959.640625|17939.9460936
17930.6699219|17890.1374079
17888.2792969|17906.8642542
18259.5996094|17849.5956021
18332.7402344|18606.7258879
18589.6894531|18378.5968876
18807.8808594|18824.128504
18847.6601562|19008.6484878
18868.6894531|18871.2784015
18923.0605469|18890.7695099
18868.140625|18981.2275924
18903.8203125|18816.1342394
18867.9296875|18945.7810597
18956.6894531|18832.8864918
19023.8691406|19044.7540397
19083.1796875|19079.5877461
19152.140625|19132.0448267
19097.9003906|19212.7361832
19121.5996094|19039.2624697
19123.5800781|19152.5483302
19191.9296875|19124.9672993
19170.4199219|19258.0191162
19216.2402344|19141.1656215
19251.7792969|19262.9351992
19549.6191406|19281.2164377
19614.8105469|19839.2628776
19756.8496094|19640.405762
19796.4296875|19883.222768
19911.2109375|19818.4225506
19792.5292969|20019.7829382
19852.2402344|19661.9297445
19843.4101562|19925.3903725
19883.0605469|19831.7111028
19974.6191406|19921.4920739
19941.9609375|20060.2433289
19918.8808594|19896.0632488
19933.8105469|19898.3867533
19945.0390625|19953.4571991
19833.6796875|19955.0943537
19819.7792969|19723.8240414
19762.5996094|19821.8223505
19881.7597656|19712.7569844
19942.1601562|20005.8334421
19899.2890625|19987.4394158
19963.8007812|19844.555433
19887.3808594|20030.7760866
19855.5292969|19807.3643471
19954.2792969|19832.226154
19891.0|20058.5919315
19885.7304688|19819.812188
19826.7695312|19882.9690918
19804.7207031|19773.8463694
19732.4003906|19791.3762029
19827.25|19669.3544887
19799.8496094|19928.1242243
19912.7109375|19767.0171291
20068.5097656|20018.7174212
20100.9101562|20209.5335018
20093.7792969|20108.2216196
19971.1308594|20073.2728158
19864.0898438|19853.1607916
19890.9394531|19778.7612976
19884.9101562|19936.4227849
20071.4609375|19883.2258475
20052.4199219|20252.2996898
20090.2890625|20014.1928233
20054.3398438|20116.3223204
20172.4003906|20015.8411412
20269.3691406|20286.6814754
20412.1601562|20353.6350534
20504.4101562|20533.4795423
20611.859375|20571.0178451
20619.7695312|20695.7379964
20624.0507812|20607.5144971
20743.0|20618.7717151
20775.5996094|20858.4783968
20810.3203125|20795.6282911
20821.7597656|20831.6326035
20837.4394531|20825.0139259
20812.2402344|20848.6762563
21115.5507812|20784.9742759
21002.9707031|21413.575033
21005.7109375|20874.7363848
20954.3398438|20993.9588072
20924.7597656|20909.2505901
20855.7304688|20903.1358005
20858.1894531|20798.923772
20902.9804688|20868.3998691
20881.4804688|20949.7329225
20837.3691406|20859.7498573
20950.0996094|20795.0705114
20934.5507812|21057.847869
20914.6191406|20915.6652489
20905.859375|20890.7618684
20668.0097656|20897.9895228
20661.3007812|20457.3277964
20656.5800781|20669.5142679
20596.7207031|20670.2872297
20550.9804688|20550.321486
20701.5|20515.1378681
20659.3203125|20842.4817839
20728.4902344|20618.5176539
20663.2207031|20783.8321556
20650.2109375|20602.00445
20689.2402344|20637.2896924
20648.1503906|20726.7669449
20662.9492188|20613.6231277
20656.0996094|20675.4977926
20658.0195312|20651.3512064
20651.3007812|20659.747157
20591.859375|20645.6294416
20453.25|20540.8430809
20636.9199219|20338.0468629
20523.2792969|20800.0647374
20404.4902344|20441.1075326
20578.7109375|20303.4533597
20547.7597656|20722.0810567
20763.890625|20533.5453673
20996.1191406|20934.7587131
20975.0898438|21187.2004018
20981.3300781|20948.905684
20940.5097656|20967.1006957
20913.4609375|20898.556541
20949.890625|20888.5172767
20957.9003906|20981.1506615
