close_price|predict
539.47|540.205114279
545.25|539.495494893
540.56|552.58059154
536.45|537.617310324
539.07|533.64639467
542.15|538.452490587
544.75|547.899907112
543.79|548.828106499
548.05|539.295588431
547.05|552.209411378
552.49|549.055973473
554.03|556.279396381
560.71|554.796692474
561.28|566.400230525
568.04|562.775572083
562.82|573.878397855
566.11|558.082513323
559.37|568.529238071
561.56|552.648538325
570.18|564.762785223
570.39|578.097447497
573.65|570.54701357
576.2|576.430634942
574.71|579.235749097
571.71|572.953323174
575.91|568.672850037
577.26|579.670755416
577.98|579.156000636
574.04|577.994655888
577.07|570.205997398
579.26|580.11069155
575.82|582.325970848
572.27|572.034360964
570.91|570.384043369
574.71|568.411345794
570.66|578.256633193
572.08|567.869962547
575.72|571.84919415
568.28|579.124193374
569.91|563.172222953
561.22|570.676744871
558.43|555.69920952
555.82|556.034648528
560.32|554.10034375
567.79|563.249879978
571.6|573.505312991
572.34|574.33466711
579.27|572.659800036
579.84|585.231698031
578.02|579.944272969
579.49|576.966814497
579.86|580.902511855
568.28|580.721017504
568.03|559.844473784
575.73|567.396277103
592.48|581.180486159
591.58|603.679113083
598.48|591.716594915
593.96|602.345772591
591.67|591.753244848
598.37|590.600664215
599.07|603.061392407
601.51|598.494840651
606.52|604.354671934
603.85|609.333485639
605.05|602.88827625
614.06|604.003186131
612.12|621.422610402
610.82|610.782328196
615.78|610.215548935
624.75|618.597478213
622.45|630.706645908
619.2|620.879608781
614.81|617.628869288
611.03|612.944823623
611.62|608.678467681
611.89|611.57787076
604.34|612.639673095
608.11|599.576436937
614.5|610.432211785
618.44|617.67293884
619.86|620.771725521
623.37|620.017563519
621.88|625.906152053
620.05|621.238464408
624.65|619.135176549
627.87|627.324270413
631.26|630.183139462
629.84|632.100289483
623.58|629.681742487
625.43|620.018360257
627.02|626.523225379
625.11|627.738947473
619.25|624.770402503
626.46|615.83797729
628.0|630.446013098
626.41|629.040069885
632.27|625.404655485
620.77|635.190486336
621.27|613.176475101
622.2|622.454883647
630.12|623.688233562
632.26|633.833193917
640.3|633.850473166
647.96|643.963115849
650.88|651.215868664
649.46|653.589399981
661.12|647.570246062
658.68|667.297371202
652.26|657.934010501
658.9|650.253658538
675.12|660.817852297
666.69|682.340799248
664.56|664.315580468
673.5|663.258907132
667.76|676.650673089
660.26|665.61351593
659.57|658.075381641
649.87|659.286721678
649.3|645.06958529
648.59|650.039933658
656.11|647.465499957
657.14|658.959884946
652.23|656.933407578
648.38|651.412762461
636.05|647.141402011
631.61|631.196390595
631.94|630.043262205
627.39|632.941096706
629.46|624.329408202
637.34|629.907642515
648.33|640.116018209
660.24|652.035761523
655.71|664.493800726
659.47|655.580895586
658.11|659.999154544
660.51|658.339400587
660.65|660.985615373
662.28|661.022788165
657.68|662.995560434
659.16|656.371060171
660.77|658.778950801
658.5|662.170314493
667.75|657.184330149
669.44|670.634008975
672.67|670.990399694
674.63|672.388226142
669.19|675.863595862
664.55|667.493816833
663.9|663.385887198
661.28|664.075936716
666.07|659.715515933
666.88|667.72855567
659.76|667.501734414
659.72|657.380302718
656.64|659.579074607
656.18|656.224311051
651.31|655.900462086
657.89|650.027459733
663.37|659.092093604
668.48|664.455731604
671.38|670.326169457
674.09|672.702738338
677.04|674.508220594
684.89|677.855838408
686.72|687.043767433
688.55|687.550890961
685.73|689.467592816
683.05|684.934454246
684.2|682.592543454
687.04|684.353084726
687.32|687.728115296
683.95|687.611393228
674.19|682.876132269
682.36|672.099159756
682.45|683.100886986
685.23|683.550944178
687.0|685.205544238
680.95|688.24116456
682.02|679.541411645
688.89|681.732265954
686.39|690.700245585
684.83|686.227061524
678.02|684.282050583
676.18|676.538781242
673.61|674.960194936
676.9|673.192582617
682.25|677.426197619
675.8|683.612541959
676.6|674.98021297
671.4|676.012386622
667.63|670.859884105
666.73|665.935447745
674.14|666.771922708
676.46|675.542759562
670.26|677.479927616
678.17|668.042121739
679.2|680.535565972
673.05|679.722918446
674.26|672.067340045
674.6|674.084381051
674.57|674.921254382
673.25|674.438232169
674.29|672.694322796
681.91|674.62165612
683.16|683.534237585
678.18|683.810755353
675.87|677.315177205
665.29|674.950161021
658.26|663.200745282
665.07|656.792185826
666.54|665.428871975
665.14|667.746631656
660.21|664.409396329
651.49|659.277409806
653.53|649.607105918
658.89|653.247748909
663.07|660.371529813
659.7|664.084551442
654.66|659.31341239
665.14|653.795456262
665.92|666.474067309
675.16|666.825353928
674.33|676.83447051
662.66|675.137469068
666.94|660.255405297
664.15|666.622235618
664.37|664.51112977
662.45|663.601205554
663.86|662.584817266
663.5|663.920896544
664.72|663.569883804
664.87|664.949235897
672.01|664.796561041
674.7|673.415992839
675.81|675.716996131
679.8|675.995082476
682.57|681.004047723
681.07|683.253188372
687.16|680.823487048
686.96|688.188928447
685.06|687.389476888
677.94|684.781679797
684.71|676.428034706
683.28|685.493241231
682.31|683.722242777
686.26|681.703035641
687.15|687.158846231
691.36|687.574095945
697.28|692.121177425
703.18|698.572113366
700.35|704.731244135
700.04|700.588307838
701.91|699.288455226
702.04|702.426431441
700.65|702.097777152
703.78|700.467129018
705.9|704.28377634
706.26|706.528584728
711.57|706.360771856
709.35|712.704895153
707.83|709.759555168
710.59|706.78523385
716.55|710.937730999
717.24|718.234702754
716.87|717.690281944
714.47|716.615632215
717.44|714.191458259
710.79|717.663591232
