today,tomorrow_reality,tomorrow_predict
522.24|542.35|520.494384507
542.35|537.73|519.170007313
537.73|542.69|517.742016876
542.69|539.47|516.336397338
539.47|545.25|514.925960027
545.25|540.56|513.516717823
540.56|536.45|512.107127045
536.45|539.07|510.697274839
539.07|542.15|509.286912222
542.15|544.75|507.875840011
544.75|543.79|506.463921266
543.79|548.05|505.050969251
548.05|547.05|503.636859478
547.05|552.49|502.221479903
552.49|554.03|500.804718487
554.03|560.71|499.386463188
560.71|561.28|497.966639311
561.28|568.04|496.545147265
568.04|562.82|495.121924804
562.82|566.11|493.696971929
566.11|559.37|492.270238843
559.37|561.56|490.841713097
561.56|570.18|489.411357344
570.18|570.39|487.97923383
570.39|573.65|486.545330105
573.65|576.2|485.109695965
576.2|574.71|483.672630187
574.71|571.71|482.234344405
571.71|575.91|480.795012904
575.91|577.26|479.357038348
577.26|577.98|477.921229922
577.98|574.04|476.487961097
574.04|577.07|475.076851538
577.07|579.26|473.730987326
579.26|575.82|472.46658954
575.82|572.27|471.332931427
572.27|570.91|470.318485187
570.91|574.71|469.418955908
574.71|570.66|468.626040088
570.66|572.08|467.926691148
572.08|575.72|467.309331495
575.72|568.28|466.763640884
568.28|569.91|466.280705814
569.91|561.22|465.85279544
561.22|558.43|465.47327443
558.43|555.82|465.136341538
555.82|560.32|464.836967359
560.32|567.79|464.570757384
567.79|571.6|464.333877316
571.6|572.34|464.122997038
572.34|579.27|463.935135009
579.27|579.84|463.767720506
579.84|578.02|463.618431785
578.02|579.49|463.485277002
579.49|579.86|463.366451048
579.86|568.28|463.260397794
568.28|568.03|463.165710502
568.03|575.73|463.081156716
575.73|592.48|463.005628475
592.48|591.58|462.938142304
591.58|598.48|462.877851671
598.48|593.96|462.823966061
593.96|591.67|462.775807004
591.67|598.37|462.732745823
598.37|599.07|462.694240985
599.07|601.51|462.659819428
601.51|606.52|462.629032986
606.52|603.85|462.601508189
603.85|605.05|462.576884016
605.05|614.06|462.554874138
614.06|612.12|462.535173554
612.12|610.82|462.517545733
610.82|615.78|462.501779041
615.78|624.75|462.487674295
624.75|622.45|462.475057207
622.45|619.2|462.46376594
619.2|614.81|462.453676004
614.81|611.03|462.444638011
611.03|611.62|462.436546144
611.62|611.89|462.42931326
611.89|604.34|462.422839767
604.34|608.11|462.41705097
608.11|614.5|462.411859726
614.5|618.44|462.407228688
618.44|619.86|462.403064489
619.86|623.37|462.399348454
623.37|621.88|462.396024565
621.88|620.05|462.393061696
620.05|624.65|462.390397605
624.65|627.87|462.388007392
627.87|631.26|462.385878608
631.26|629.84|462.383973907
629.84|623.58|462.382268391
623.58|625.43|462.380749609
625.43|627.02|462.379380217
627.02|625.11|462.378153988
625.11|619.25|462.377064698
619.25|626.46|462.376081225
626.46|628.0|462.375197344
628.0|626.41|462.374413055
626.41|632.27|462.37371591
632.27|620.77|462.373087234
620.77|621.27|462.372533252
621.27|622.2|462.372035291
622.2|630.12|462.371580902
630.12|632.26|462.371182533
632.26|640.3|462.370815287
640.3|647.96|462.370491612
647.96|650.88|462.370205284
650.88|649.46|462.369943855
649.46|661.12|462.369713548
661.12|658.68|462.369508139
658.68|652.26|462.369321404
652.26|658.9|462.369159566
658.9|675.12|462.369016402
675.12|666.69|462.368885688
666.69|664.56|462.368767422
664.56|673.5|462.368655381
673.5|667.76|462.368562013
667.76|660.26|462.36847487
660.26|659.57|462.3684064
659.57|649.87|462.368344155
649.87|649.3|462.368288134
649.3|648.59|462.368225889
648.59|656.11|462.368176093
656.11|657.14|462.368126297
657.14|652.23|462.36808895
652.23|648.38|462.368051603
648.38|636.05|462.368014256
636.05|631.61|462.367983133
631.61|631.94|462.36796446
631.94|627.39|462.367945786
627.39|629.46|462.367920888
629.46|637.34|462.367902215
637.34|648.33|462.36789599
648.33|660.24|462.367889766
660.24|655.71|462.367889766
655.71|659.47|462.367883541
659.47|658.11|462.367877316
658.11|660.51|462.367877316
660.51|660.65|462.367877316
660.65|662.28|462.367877316
662.28|657.68|462.367877316
657.68|659.16|462.367877316
659.16|660.77|462.367877316
660.77|658.5|462.367877316
658.5|667.75|462.367877316
667.75|669.44|462.367877316
669.44|672.67|462.367877316
672.67|674.63|462.367877316
674.63|669.19|462.367877316
669.19|664.55|462.367877316
664.55|663.9|462.367877316
663.9|661.28|462.367877316
661.28|666.07|462.367877316
666.07|666.88|462.367877316
666.88|659.76|462.367877316
659.76|659.72|462.367877316
659.72|656.64|462.367877316
656.64|656.18|462.367877316
656.18|651.31|462.367877316
651.31|657.89|462.367877316
657.89|663.37|462.367877316
663.37|668.48|462.367877316
668.48|671.38|462.367877316
671.38|674.09|462.367877316
674.09|677.04|462.367877316
677.04|684.89|462.367877316
684.89|686.72|462.367877316
686.72|688.55|462.367877316
688.55|685.73|462.367877316
685.73|683.05|462.367877316
683.05|684.2|462.367877316
684.2|687.04|462.367877316
687.04|687.32|462.367877316
687.32|683.95|462.367877316
683.95|674.19|462.367877316
674.19|682.36|462.367877316
682.36|682.45|462.367877316
682.45|685.23|462.367877316
