Date,Open,High,Low,Close,Adj Close,Volume
2013-06-03,1027.589966,1027.589966,1027.589966,1027.589966,1027.589966,0
2013-06-04,1007.090027,1007.090027,1007.090027,1007.090027,1007.090027,0
2013-06-05,1012.599976,1012.599976,1012.599976,1012.599976,1012.599976,0
2013-06-06,998.883972,998.883972,998.883972,998.883972,998.883972,0
2013-06-07,983.458984,983.458984,983.458984,983.458984,983.458984,0
2013-06-13,955.260986,955.260986,955.260986,955.260986,955.260986,0
2013-06-14,975.645996,975.645996,975.645996,975.645996,975.645996,0
2013-06-17,977.656982,977.656982,977.656982,977.656982,977.656982,0
2013-06-18,979.427979,979.427979,979.427979,979.427979,979.427979,0
2013-06-19,975.068970,975.068970,975.068970,975.068970,975.068970,0
2013-06-20,942.059021,942.059021,942.059021,942.059021,942.059021,0
2013-06-21,939.164978,939.164978,939.164978,939.164978,939.164978,0
2013-06-24,881.869019,881.869019,881.869019,881.869019,881.869019,0
2013-06-25,879.934021,879.934021,879.934021,879.934021,879.934021,0
2013-06-26,901.721008,901.721008,901.721008,901.721008,901.721008,0
2013-06-27,886.909973,886.909973,886.909973,886.909973,886.909973,0
2013-06-28,887.679993,887.679993,887.679993,887.679993,887.679993,0
2013-07-01,906.427002,906.427002,906.427002,906.427002,906.427002,0
2013-07-02,922.234009,922.234009,922.234009,922.234009,922.234009,0
2013-07-03,923.081970,923.081970,923.081970,923.081970,923.081970,0
2013-07-04,928.578003,928.578003,928.578003,928.578003,928.578003,0
2013-07-05,922.442993,922.442993,922.442993,922.442993,922.442993,0
2013-07-08,889.531006,889.531006,889.531006,889.531006,889.531006,0
2013-07-09,892.924988,892.924988,892.924988,892.924988,892.924988,0
2013-07-10,918.395996,918.395996,918.395996,918.395996,918.395996,0
2013-07-11,945.254028,945.254028,945.254028,945.254028,945.254028,0
2013-07-12,940.193970,940.193970,940.193970,940.193970,940.193970,0
2013-07-15,961.411987,961.411987,961.411987,961.411987,961.411987,0
2013-07-16,971.401978,971.401978,971.401978,971.401978,971.401978,0
2013-07-17,956.502991,956.502991,956.502991,956.502991,956.502991,0
2013-07-18,952.614014,952.614014,952.614014,952.614014,952.614014,0
2013-07-19,931.651978,931.651978,931.651978,931.651978,931.651978,0
