Date,Open,High,Low,Close,Adj Close,Volume
2013-12-09,2241.792969,2249.168945,2231.733887,2238.199951,2238.199951,93300
2013-12-10,2239.864014,2250.503906,2231.679932,2237.491943,2237.491943,109000
2013-12-11,2228.633057,2228.633057,2193.159912,2204.166016,2204.166016,109400
2013-12-12,2199.316895,2214.548096,2194.900879,2202.795898,2202.795898,86100
2013-12-13,2188.259033,2204.636963,2183.842041,2196.074951,2196.074951,85100
2013-12-16,2197.233887,2201.696045,2159.987061,2160.861084,2160.861084,101400
2013-12-17,2161.535889,2165.542969,2146.313965,2151.079102,2151.079102,78600
2013-12-18,2150.412109,2156.593018,2142.624023,2148.284912,2148.284912,64200
2013-12-19,2153.674072,2159.142090,2126.246094,2127.791992,2127.791992,73100
2013-12-20,2128.374023,2131.737061,2082.854980,2084.793945,2084.793945,86800
2013-12-23,2089.539063,2099.521973,2068.542969,2089.707031,2089.707031,68100
2013-12-24,2094.072998,2111.804932,2079.810059,2092.905029,2092.905029,70300
2013-12-25,2095.019043,2107.231934,2088.297119,2106.354004,2106.354004,65200
2013-12-26,2102.659912,2102.659912,2070.545898,2073.099121,2073.099121,78500
2013-12-27,2074.592041,2110.356934,2069.590088,2101.250977,2101.250977,76800
2013-12-30,2108.883057,2112.009033,2095.062988,2097.529053,2097.529053,74100
2013-12-31,2090.678955,2120.273926,2087.415039,2115.978027,2115.978027,80500
2014-01-02,2112.125977,2113.110107,2101.016113,2109.386963,2109.386963,68500
2014-01-03,2101.541992,2102.166992,2075.898926,2083.135010,2083.135010,84500
2014-01-06,2078.684082,2078.684082,2034.005981,2045.708984,2045.708984,89600
2014-01-07,2034.223999,2052.279053,2029.245972,2047.317017,2047.317017,63400
2014-01-08,2047.255981,2062.951904,2037.109985,2044.339966,2044.339966,71600
2014-01-09,2041.772949,2057.196045,2026.446045,2027.621948,2027.621948,75900
2014-01-10,2023.535034,2029.296997,2008.006958,2013.297974,2013.297974,75600
2014-01-13,2014.978027,2027.181030,2000.404053,2009.563965,2009.563965,66500
2014-01-14,2007.156006,2027.427979,2001.135010,2026.842041,2026.842041,70400
2014-01-15,2024.228027,2027.409058,2010.203979,2023.348022,2023.348022,67400
2014-01-16,2022.537964,2034.707031,2014.406982,2023.701050,2023.701050,72800
2014-01-17,2017.521973,2017.868042,2001.329956,2004.948975,2004.948975,67300
2014-01-20,2001.894043,2005.937988,1984.823975,1991.253052,1991.253052,56300
2014-01-21,1992.015015,2014.151978,1992.015015,2008.312988,2008.312988,59800
2014-01-22,2009.968994,2052.339111,2008.930054,2051.749023,2051.749023,98900
2014-01-23,2048.331055,2052.528076,2039.052002,2042.180054,2042.180054,84200
2014-01-24,2037.666992,2060.986084,2034.453003,2054.392090,2054.392090,92900
2014-01-27,2044.271973,2044.845947,2029.625977,2033.300049,2033.300049,88800
2014-01-28,2036.401978,2047.129028,2026.987061,2038.512939,2038.512939,72500
2014-01-29,2042.176025,2051.583008,2039.770996,2049.914063,2049.914063,73900
2014-01-30,2045.931030,2045.931030,2031.465942,2033.083008,2033.083008,62600
2014-02-07,2022.322998,2044.729980,2014.697998,2044.496948,2044.496948,73600
2014-02-10,2049.983887,2087.975098,2049.983887,2086.066895,2086.066895,124300
2014-02-11,2086.177002,2111.061035,2082.520996,2103.670898,2103.670898,142200
2014-02-12,2103.827881,2110.904053,2096.509033,2109.955078,2109.955078,126300
2014-02-13,2106.934082,2122.825928,2096.966064,2098.400879,2098.400879,146500
2014-02-14,2097.320068,2116.186035,2095.090088,2115.847900,2115.847900,111500
2014-02-17,2124.879883,2136.447021,2117.688965,2135.415039,2135.415039,140200
2014-02-18,2134.143066,2134.143066,2113.127930,2119.065918,2119.065918,142900
2014-02-19,2116.918945,2152.960938,2111.167969,2142.553955,2142.553955,151300
2014-02-20,2152.891113,2177.978027,2136.480957,2138.781982,2138.781982,157100
2014-02-21,2131.592041,2132.702881,2098.327881,2113.693115,2113.693115,117700
2014-02-24,2099.717041,2099.717041,2058.791016,2076.686035,2076.686035,123600
2014-02-25,2077.284912,2087.615967,2026.542969,2034.218994,2034.218994,140100
2014-02-26,2026.609985,2041.626953,2014.380981,2041.254028,2041.254028,110100
2014-02-27,2045.095947,2068.313965,2036.390991,2047.354004,2047.354004,132200
2014-02-28,2040.624023,2058.489014,2020.935059,2056.302002,2056.302002,111600
2014-03-03,2052.074951,2078.333008,2047.067017,2075.235107,2075.235107,127500
2014-03-04,2068.106934,2074.024902,2050.125000,2071.472900,2071.472900,115900
2014-03-05,2073.294922,2074.814941,2050.175049,2053.083984,2053.083984,107700
2014-03-06,2050.031982,2065.790039,2030.946045,2059.577881,2059.577881,109300
2014-03-07,2058.375000,2079.489990,2050.469971,2057.907959,2057.907959,103700
2014-03-10,2042.352051,2042.634033,1995.548950,1999.064941,1999.064941,115700
2014-03-11,1994.415039,2008.071045,1985.598999,2001.156982,2001.156982,92700
2014-03-12,1996.239014,2011.060059,1974.381958,1997.692017,1997.692017,101400
2014-03-13,2000.694946,2029.119995,1996.529053,2019.110962,2019.110962,101000
2014-03-14,2008.824951,2017.912964,1990.979980,2004.338989,2004.338989,87800
2014-03-17,2009.881958,2024.371948,1999.249023,2023.672974,2023.672974,86300
2014-03-18,2026.223999,2034.916992,2020.410034,2025.196045,2025.196045,96800
2014-03-19,2019.979980,2022.181030,2002.441040,2021.734009,2021.734009,95200
2014-03-20,2017.219971,2030.847046,1993.001953,1993.479004,1993.479004,110300
2014-03-21,1987.678955,2052.471924,1986.071045,2047.619019,2047.619019,144500
2014-03-24,2050.826904,2074.055908,2043.329956,2066.279053,2066.279053,147700
2014-03-25,2063.322998,2079.551025,2057.490967,2067.311035,2067.311035,131800
2014-03-26,2070.573975,2074.572021,2057.647949,2063.669922,2063.669922,102600
2014-03-27,2060.812012,2073.980957,2042.713013,2046.588013,2046.588013,119100
2014-03-28,2046.850952,2060.134033,2035.243042,2041.712036,2041.712036,121700
2014-03-31,2043.045044,2048.134033,2024.185059,2033.306030,2033.306030,94400
2014-04-01,2031.005005,2050.680908,2028.095947,2047.459961,2047.459961,83300
2014-04-02,2049.423096,2060.778076,2046.741943,2058.988037,2058.988037,102700
2014-04-03,2063.497070,2066.007080,2037.447021,2043.702026,2043.702026,108600
2014-04-04,2037.552002,2060.104004,2035.220947,2058.831055,2058.831055,83200
2014-04-08,2054.530029,2102.451904,2052.899902,2098.283936,2098.283936,133400
2014-04-09,2100.650879,2108.750000,2095.639893,2105.237061,2105.237061,105300
2014-04-10,2105.875977,2146.669922,2098.079102,2134.300049,2134.300049,156800
2014-04-11,2130.367920,2138.650879,2120.178955,2130.541992,2130.541992,131800
2014-04-14,2127.408936,2134.434082,2116.610107,2131.539063,2131.539063,102100
2014-04-15,2125.902100,2125.902100,2098.149902,2101.601074,2101.601074,107500
2014-04-16,2097.212891,2112.050049,2092.156982,2105.122070,2105.122070,89400
2014-04-17,2108.947021,2110.716064,2095.714111,2098.885010,2098.885010,89900
2014-04-18,2091.479980,2099.636963,2081.185059,2097.748047,2097.748047,88200
2014-04-21,2085.979980,2103.077881,2065.233887,2065.825928,2065.825928,96400
2014-04-22,2062.787109,2073.663086,2047.332031,2072.831055,2072.831055,98700
2014-04-23,2068.083984,2076.349121,2059.108887,2067.382080,2067.382080,78500
2014-04-24,2064.156006,2075.757080,2056.193115,2057.032959,2057.032959,78200
2014-04-25,2060.538086,2065.643066,2035.566040,2036.519043,2036.519043,93000
2014-04-28,2033.337036,2035.989990,2000.136963,2003.487061,2003.487061,89800
2014-04-29,2001.895996,2021.680054,1997.640015,2020.340942,2020.340942,76200
2014-04-30,2020.437988,2029.537964,2016.577026,2026.358032,2026.358032,74500
2014-05-05,2022.177979,2028.957031,2007.350952,2027.353027,2027.353027,79900
2014-05-06,2024.255981,2038.704956,2021.484985,2028.037964,2028.037964,74600
2014-05-07,2023.151978,2024.630981,2008.451050,2010.083008,2010.083008,74400
2014-05-08,2006.853027,2036.941040,2005.685059,2015.274048,2015.274048,77900
2014-05-09,2016.500977,2020.453979,2001.300049,2011.135010,2011.135010,76200
2014-05-12,2022.932007,2055.506104,2016.637939,2052.871094,2052.871094,115700
2014-05-13,2055.079102,2061.059082,2043.546997,2050.728027,2050.728027,97200
2014-05-14,2049.270020,2056.573975,2042.744019,2047.910034,2047.910034,72000
2014-05-15,2044.376953,2047.316040,2022.860962,2024.973999,2024.973999,75800
2014-05-16,2023.595947,2027.755981,2012.693970,2026.504028,2026.504028,66400
2014-05-19,2023.014038,2023.266968,1996.015015,2005.182983,2005.182983,65300
2014-05-20,2011.845947,2018.156006,2002.759033,2008.119019,2008.119019,61300
2014-05-21,2001.306030,2025.193970,1991.055054,2024.951050,2024.951050,61800
2014-05-22,2023.147949,2041.959961,2018.876953,2021.285034,2021.285034,74700
2014-05-23,2020.114990,2034.568970,2017.739014,2034.568970,2034.568970,63500
2014-05-26,2042.027954,2045.380981,2035.093994,2041.475952,2041.475952,70300
2014-05-27,2039.791016,2044.147949,2032.838989,2034.564941,2034.564941,67600
2014-05-28,2034.561035,2052.656006,2029.336060,2050.228027,2050.228027,81300
2014-05-29,2051.840088,2057.076904,2039.238037,2040.594971,2040.594971,81200
2014-05-30,2040.394043,2046.959961,2031.373047,2039.212036,2039.212036,75100
2014-06-03,2039.196045,2049.575928,2037.300049,2038.305054,2038.305054,71600
2014-06-04,2037.989014,2038.480957,2012.912964,2024.833984,2024.833984,72400
2014-06-05,2019.442017,2041.701050,2016.175049,2040.878052,2040.878052,68000
2014-06-06,2040.864014,2041.572998,2022.157959,2029.956055,2029.956055,66000
2014-06-09,2024.942017,2045.255005,2023.197998,2030.501953,2030.501953,64800
2014-06-10,2033.207031,2052.764893,2026.389038,2052.531982,2052.531982,79600
2014-06-11,2049.127930,2056.631104,2045.406982,2054.947998,2054.947998,74400
2014-06-12,2051.582031,2057.104980,2045.962036,2051.712891,2051.712891,81700
2014-06-13,2049.206055,2073.595947,2048.617920,2070.715088,2070.715088,97200
2014-06-16,2070.698975,2087.322021,2069.440918,2085.982910,2085.982910,95900
2014-06-17,2080.481934,2080.481934,2064.666016,2066.697998,2066.697998,87800
2014-06-18,2064.383057,2066.913086,2051.746094,2055.519043,2055.519043,87200
2014-06-19,2054.620117,2059.254883,2017.652954,2023.734985,2023.734985,92900
2014-06-20,2013.413940,2027.147949,2010.530029,2026.673950,2026.673950,67200
2014-06-23,2026.225952,2033.319946,2022.916992,2024.364990,2024.364990,70500
2014-06-24,2023.698975,2034.707031,2021.750000,2033.931030,2033.931030,71200
2014-06-25,2030.432983,2030.615967,2018.359985,2025.501953,2025.501953,67500
2014-06-26,2025.661987,2040.754028,2025.313965,2038.677002,2038.677002,81000
2014-06-27,2031.906982,2043.982056,2025.072998,2036.510010,2036.510010,97600
2014-06-30,2038.613037,2052.342041,2038.526978,2048.326904,2048.326904,96700
2014-07-01,2051.225098,2052.635010,2041.937012,2050.381104,2050.381104,98500
2014-07-02,2049.485107,2060.594971,2044.035034,2059.417969,2059.417969,109600
2014-07-03,2051.632080,2066.641113,2048.081055,2063.229004,2063.229004,122900
2014-07-04,2062.357910,2065.077881,2054.217041,2059.375000,2059.375000,105000
2014-07-07,2058.127930,2064.042969,2050.886963,2059.927002,2059.927002,97200
2014-07-08,2058.134033,2064.433105,2047.203979,2064.020996,2064.020996,95100
2014-07-09,2061.635010,2062.474121,2037.600952,2038.612061,2038.612061,113300
2014-07-10,2036.540039,2045.526978,2034.956055,2038.342041,2038.342041,97900
2014-07-11,2033.869019,2051.737061,2033.004028,2046.961060,2046.961060,105100
2014-07-14,2047.744019,2067.342041,2044.901001,2066.645996,2066.645996,115100
2014-07-15,2065.899902,2070.357910,2059.678955,2070.356934,2070.356934,124500
2014-07-16,2068.343018,2075.492920,2061.572021,2067.275879,2067.275879,137100
2014-07-17,2062.886963,2062.886963,2046.188965,2055.591064,2055.591064,104500
2014-07-18,2047.498047,2067.232910,2045.995972,2059.066895,2059.066895,106600
2014-07-21,2057.767090,2061.822998,2049.175049,2054.479004,2054.479004,93900
2014-07-22,2050.500000,2078.084961,2049.814941,2075.480957,2075.480957,123200
2014-07-23,2074.195068,2088.191895,2072.229004,2078.489014,2078.489014,137300
2014-07-24,2079.632080,2107.946045,2079.632080,2105.062012,2105.062012,165700
2014-07-25,2108.714111,2127.217041,2106.714111,2126.614014,2126.614014,142500
2014-07-28,2135.249023,2181.496094,2135.249023,2177.947998,2177.947998,236200
2014-07-29,2179.825928,2193.522949,2172.102051,2183.191895,2183.191895,200300
2014-07-30,2178.178955,2194.572021,2177.243896,2181.242920,2181.242920,184900
2014-07-31,2179.542969,2202.125977,2173.899902,2201.562012,2201.562012,164700
2014-08-01,2194.169922,2218.789063,2184.641113,2185.302979,2185.302979,191500
2014-08-04,2190.035889,2224.068115,2186.916992,2223.331055,2223.331055,174100
2014-08-05,2224.632080,2226.837891,2206.850098,2219.945068,2219.945068,175400
2014-08-06,2212.002930,2223.893066,2192.992920,2217.465088,2217.465088,177700
2014-08-07,2216.658936,2220.568115,2185.762939,2187.668945,2187.668945,175200
2014-08-08,2188.708984,2199.577881,2180.596924,2194.425049,2194.425049,135200
2014-08-11,2199.433105,2225.960938,2198.313965,2224.654053,2224.654053,150600
2014-08-12,2222.696045,2222.979004,2210.000000,2221.594971,2221.594971,154800
2014-08-13,2223.051025,2230.990967,2202.443115,2222.876953,2222.876953,178100
2014-08-14,2221.541016,2230.894043,2204.384033,2206.466064,2206.466064,170100
2014-08-15,2207.226074,2230.872070,2203.241943,2226.733887,2226.733887,150000
2014-08-18,2229.803955,2242.034912,2228.134033,2239.466064,2239.466064,163900
2014-08-19,2242.340088,2246.016113,2227.925049,2245.330078,2245.330078,177700
2014-08-20,2241.664063,2248.938965,2233.892090,2240.210938,2240.210938,167700
2014-08-21,2239.568115,2240.076904,2211.629883,2230.458008,2230.458008,165700
2014-08-22,2228.974121,2243.302979,2225.267090,2240.812012,2240.812012,160100
2014-08-25,2241.100098,2241.552979,2222.009033,2229.273926,2229.273926,162100
2014-08-26,2225.291016,2232.784912,2200.617920,2207.105957,2207.105957,163500
2014-08-27,2207.030029,2216.669922,2204.048096,2209.465088,2209.465088,120900
2014-08-28,2210.483887,2219.472900,2194.861084,2195.818115,2195.818115,124200
2014-08-29,2198.946045,2218.696045,2193.262939,2217.199951,2217.199951,105200
2014-09-01,2220.128906,2236.285889,2217.685059,2235.510986,2235.510986,129200
2014-09-02,2239.684082,2267.509033,2234.377930,2266.045898,2266.045898,192100
2014-09-03,2268.395020,2290.547119,2268.100098,2288.626953,2288.626953,212500
2014-09-04,2290.029053,2307.700928,2283.277100,2306.862061,2306.862061,199500
2014-09-05,2311.304932,2327.556885,2307.447021,2326.431885,2326.431885,213200
2014-09-09,2328.426025,2331.916992,2315.894043,2326.527100,2326.527100,197000
2014-09-10,2318.496094,2321.907959,2306.420898,2318.304932,2318.304932,189800
2014-09-11,2315.731934,2343.594971,2304.602051,2311.678955,2311.678955,222200
2014-09-12,2308.345947,2331.949951,2302.774902,2331.949951,2331.949951,193500
2014-09-15,2330.187012,2340.448975,2321.593018,2339.139893,2339.139893,215100
2014-09-16,2341.027100,2347.935059,2293.868896,2296.554932,2296.554932,302700
2014-09-17,2298.981934,2309.048096,2282.794922,2307.893066,2307.893066,210800
2014-09-18,2303.850098,2319.875000,2297.930908,2315.927979,2315.927979,189100
2014-09-19,2312.983887,2331.561035,2305.517090,2329.450928,2329.450928,174600
2014-09-22,2323.553955,2323.553955,2284.377930,2289.865967,2289.865967,175800
2014-09-23,2289.091064,2311.524902,2289.023926,2309.718018,2309.718018,156900
2014-09-24,2302.230957,2345.747070,2297.875977,2343.574951,2343.574951,222500
2014-09-25,2352.864990,2365.154053,2336.804932,2345.103027,2345.103027,225700
2014-09-26,2339.288086,2350.108887,2329.955078,2347.718018,2347.718018,174700
2014-09-29,2353.708008,2363.059082,2346.579102,2357.710938,2357.710938,200100
2014-09-30,2361.318115,2365.490967,2354.268066,2363.870117,2363.870117,193900
2014-10-08,2368.575928,2382.793945,2354.290039,2382.793945,2382.793945,204400
2014-10-09,2383.858887,2391.347900,2367.111084,2389.371094,2389.371094,235900
2014-10-10,2380.754883,2386.277100,2365.074951,2374.540039,2374.540039,224700
2014-10-13,2366.426025,2366.862061,2341.124023,2366.009033,2366.009033,200900
2014-10-14,2362.802002,2380.514893,2349.194092,2359.475098,2359.475098,196800
2014-10-15,2358.232910,2374.808105,2344.373047,2373.669922,2373.669922,202800
2014-10-16,2361.129883,2389.675049,2353.406006,2356.499023,2356.499023,248200
2014-10-17,2352.783936,2360.596924,2312.825928,2341.184082,2341.184082,212300
2014-10-20,2346.052002,2357.509033,2340.458984,2356.728027,2356.728027,160000
2014-10-21,2355.032959,2361.653076,2337.551025,2339.656982,2339.656982,168800
2014-10-22,2339.222900,2352.124023,2324.590088,2326.552979,2326.552979,152700
2014-10-23,2322.315918,2329.927002,2297.330078,2302.417969,2302.417969,162600
2014-10-24,2303.080078,2314.875000,2296.656982,2302.280029,2302.280029,132200
2014-10-27,2293.572998,2293.644043,2279.835938,2290.437012,2290.437012,130300
2014-10-28,2294.011963,2338.278076,2294.011963,2337.871094,2337.871094,178600
2014-10-29,2343.719971,2381.643066,2339.711914,2373.030029,2373.030029,265600
2014-10-30,2371.891113,2397.256104,2365.918945,2391.075928,2391.075928,294600
2014-10-31,2393.177979,2423.595947,2384.482910,2420.177979,2420.177979,325800
2014-11-03,2425.225098,2436.784912,2418.166992,2430.970947,2430.970947,298800
2014-11-04,2428.270996,2435.222900,2417.220947,2430.737061,2430.737061,309000
2014-11-05,2432.168945,2434.363037,2415.501953,2420.395996,2420.395996,263600
2014-11-06,2419.616943,2426.889893,2401.750000,2425.809082,2425.809082,222000
