today,tomorrow_reality,tomorrow_predict
3018.63989258|3022.52001953|3045.90539976
3020.86010742|3016.97998047|3024.17260423
3022.52001953|3030.92993164|3012.34578267
3016.97998047|3062.38989258|3042.45610659
3030.92993164|3076.59008789|3091.27189192
3062.38989258|3076.20996094|3092.50059608
3076.59008789|3067.26000977|3077.54398795
3076.20996094|3073.66992188|3059.51507541
3067.26000977|3053.39990234|3078.25535253
3073.66992188|3069.79003906|3036.56173564
3053.39990234|3073.18994141|3081.75360529
3069.79003906|3077.13989258|3077.98426152
3073.18994141|3081.18994141|3080.93054033
3077.13989258|3048.70996094|3085.12274982
3081.18994141|3066.95996094|3021.26875705
3048.70996094|3075.06005859|3079.16727007
3066.95996094|3069.27001953|3084.07356412
3075.06005859|3135.81005859|3065.16501111
3069.27001953|3136.41992188|3193.16167684
3135.81005859|3104.02001953|3144.04234211
3136.41992188|3104.5300293|3076.23422848
3104.02001953|3114.31005859|3101.43717035
3104.5300293|3155.83007812|3122.71790575
3114.31005859|3183.94995117|3192.49491988
3155.83007812|3178.66992188|3212.71359502
3183.94995117|3177.80004883|3177.13793117
3178.66992188|3182.62011719|3176.48296077
3177.80004883|3175.95996094|3186.63681529
3182.62011719|3179.95996094|3170.86040617
3175.95996094|3160.7800293|3182.63591083
3179.95996094|3117.72998047|3144.80139695
3160.7800293|3093.69995117|3078.92102151
3117.72998047|3136.60009766|3068.56461938
3093.69995117|3116.22998047|3170.40127409
3136.60009766|3113.5300293|3103.5678188
3116.22998047|3120.04003906|3108.9359649
3113.5300293|3135.22998047|3125.27377723
3120.04003906|3149.45996094|3148.98345186
3135.22998047|3136.18994141|3163.30068413
3149.45996094|3112.35009766|3126.4277727
3136.18994141|3065.02001953|3090.67186505
3112.35009766|3051.7800293|3022.30996415
3065.02001953|3049.40991211|3035.1083614
3051.7800293|3044.11010742|3045.86242413
3049.40991211|3064.17993164|3039.3034722
3044.11010742|3101.16992188|3080.9332603
3064.17993164|3104.12011719|3135.23578273
3101.16992188|3072.87011719|3110.58100684
3104.12011719|3005.62011719|3046.46263233
3072.87011719|3016.95996094|2945.33008893
3005.62011719|2990.45996094|3019.12360206
3016.95996094|2981.69995117|2969.14874397
2990.45996094|2986.12011719|2971.32472537
2981.69995117|2987.94995117|2988.99169966
2986.12011719|2977.22998047|2990.01205361
2987.94995117|3020.06005859|2968.33347627
2977.22998047|2982.12988281|3055.68752413
3020.06005859|2999.65991211|2954.91746297
2982.12988281|3011.92993164|3010.31903733
2999.65991211|2937.29003906|3024.34722673
3011.92993164|2895.58007812|2875.35215919
2937.29003906|2904.87011719|2852.00115882
2895.58007812|2904.25|2908.1291483
2904.87011719|2883.88989258|2904.74368391
2904.25|2846.81005859|2866.36608134
2883.88989258|2836.93994141|2812.94301807
2846.81005859|2853.12988281|2824.26374262
2836.93994141|2916.07006836|2865.73758538
2853.12988281|2916.67993164|2971.85167553
2916.07006836|2926.55004883|2924.04645222
2916.67993164|2966.85009766|2935.02137706
2926.55004883|2976.7800293|3002.19845609
2966.85009766|2967.79003906|2989.81331397
2976.7800293|2991.7800293|2961.26607003
2967.79003906|3012.0300293|3011.24455475
2991.7800293|3010.23999023|3031.88845293
3012.0300293|3002.19995117|3010.92396016
3010.23999023|2996.68994141|2995.24420087
3002.19995117|2973.69995117|2991.14320127
2996.68994141|2989.27001953|2953.59374095
2973.69995117|2978.04003906|2999.93743009
2989.27001953|2986.95996094|2970.18813775
2978.04003906|3022.30004883|2993.37666484
2986.95996094|3013.81005859|3053.45134059
3022.30004883|2992.15991211|3010.46283343
3013.81005859|2971.33007812|2972.9001359
2992.15991211|3010.60009766|2951.38312518
2971.33007812|3054.5300293|3041.34635607
3010.60009766|3044.36010742|3096.02768059
3054.5300293|3050.38989258|3040.44513711
3044.36010742|3021.01000977|3054.32880508
3050.38989258|3012.60009766|2997.08399315
3021.01000977|2990.15991211|3002.26591151
3012.60009766|2985.90991211|2970.39503731
2990.15991211|2960.31005859|2979.94705165
2985.90991211|3019.51000977|2938.18888065
2960.31005859|3112.26000977|3066.75801082
3019.51000977|3100.57006836|3197.14209081
3112.26000977|3101.65991211|3100.83950079
3100.57006836|3098.81005859|3101.32945927
3101.65991211|3091.81005859|3096.53486559
3098.81005859|3105.81005859|3085.67182246
3091.81005859|3121.76000977|3116.66142419
3105.81005859|3125.62988281|3136.56965933
3121.76000977|3117.5|3130.49722057
3125.62988281|3110.7800293|3111.09000516
3117.5|3117.54003906|3104.32215902
3110.7800293|3136.0|3122.40891639
3117.54003906|3134.70996094|3152.16201669
3136.0|3143.17993164|3135.49164188
3134.70996094|3153.66992188|3150.10081831
3143.17993164|3130.37988281|3163.28726558
3153.66992188|3149.70996094|3112.2666671
3130.37988281|3154.30004883|3163.49035718
3149.70996094|3153.65991211|3160.17942015
3154.30004883|3142.31005859|3153.63842007
3153.65991211|3142.12988281|3132.786897
3142.31005859|3179.10009766|3140.83222555
3142.12988281|3131.16992188|3209.81137984
3179.10009766|3171.58007812|3095.10252584
3131.16992188|3168.47998047|3199.92535235
3171.58007812|3165.12988281|3170.21033173
3168.47998047|3193.87011719|3162.06363871
3165.12988281|3192.0|3217.22331647
3193.87011719|3186.48999023|3193.42533326
3192.0|3196.87988281|3181.71275072
3186.48999023|3198.65991211|3204.91796034
3196.87988281|3192.0300293|3201.23710647
3198.65991211|3213.59008789|3186.76664885
3192.0300293|3164.40991211|3230.7221984
3213.59008789|3131.48999023|3125.89483859
3164.40991211|3161.82006836|3099.38032393
3131.48999023|3116.25|3183.24718027
3161.82006836|3129.64990234|3081.72495487
3116.25|3162.26000977|3136.20028648
3129.64990234|3160.18994141|3190.67743142
3162.26000977|3169.73999023|3161.89880812
3160.18994141|3182.0300293|3177.3480947
3169.73999023|3224.12988281|3193.13846638
3182.0300293|3222.37011719|3260.20783432
3224.12988281|3232.09008789|3225.13971813
3222.37011719|3244.37011719|3239.9162638
3232.09008789|3252.87011719|3255.42430188
3244.37011719|3242.32006836|3261.09853604
3252.87011719|3245.12011719|3234.55355764
3242.32006836|3258.92993164|3246.39524841
3245.12011719|3249.07006836|3270.54447129
3258.92993164|3237.59008789|3242.45889806
3249.07006836|3229.10009766|3227.23391889
3237.59008789|3254.18994141|3220.99719354
3229.10009766|3222.60009766|3273.79230485
3254.18994141|3245.0|3199.11842592
3222.60009766|3235.30004883|3259.87762914
3245.0|3252.47998047|3229.75878264
3235.30004883|3256.52001953|3265.51523428
3252.47998047|3267.52001953|3261.51360449
3256.52001953|3239.16992188|3276.91175552
3267.52001953|3254.86010742|3217.01043296
3239.16992188|3218.60009766|3264.86824248
3254.86010742|3224.97998047|3190.92875727
3218.60009766|3203.86010742|3226.38202217
3224.97998047|3222.25|3187.41998726
3203.86010742|3237.86010742|3234.95430089
3222.25|3297.25|3252.46587384
3237.86010742|3300.15991211|3347.15733098
3297.25|3294.94995117|3308.37408921
3300.15991211|3216.48999023|3291.06379453
3294.94995117|3264.62988281|3153.15190689
3216.48999023|3204.66992188|3295.32654209
3264.62988281|3166.36010742|3160.67354926
3204.66992188|3206.06005859|3129.49735712
3166.36010742|3233.55004883|3234.76589716
3206.06005859|3269.33007812|3259.87382118
3233.55004883|3269.64990234|3301.08600218
3269.33007812|3289.98999023|3273.62112765
3269.64990234|3279.26000977|3306.38814352
3289.98999023|3307.02001953|3272.60748298
3279.26000977|3328.79003906|3328.4817893
3307.02001953|3299.12988281|3349.0847065
3328.79003906|3340.62011719|3277.21947555
3299.12988281|3378.62988281|3371.22549855
3340.62011719|3392.9699707|3413.32656795
3378.62988281|3396.62988281|3408.13594566
3392.9699707|3413.27001953|3400.99872668
3396.62988281|3409.16992188|3426.89072932
3413.27001953|3436.58007812|3407.4486982
