close_price|predict
18169.2695312|18224.1028883
18199.3300781|18160.0554232
18169.6796875|18205.228648
18161.1894531|18158.2512042
18142.4199219|18148.3135644
18037.0996094|18125.8526352
17959.640625|17978.1262856
17930.6699219|17885.7800669
17888.2792969|17874.8789195
18259.5996094|17842.7338343
18332.7402344|18390.7098297
18589.6894531|18467.522712
18807.8808594|18788.3380265
18847.6601562|19026.8754496
18868.6894531|18980.0104086
18923.0605469|18929.5095988
18868.140625|18959.4006613
18903.8203125|18851.6248479
18867.9296875|18899.3205918
18956.6894531|18849.5627183
19023.8691406|18984.3733312
19083.1796875|19075.0754663
19152.140625|19142.2411469
19097.9003906|19215.9562156
19121.5996094|19106.0586068
19123.5800781|19127.0606091
19191.9296875|19123.1026446
19170.4199219|19219.1365991
19216.2402344|19178.4729595
19251.7792969|19238.5761254
19549.6191406|19279.8002393
19614.8105469|19698.685077
19756.8496094|19733.652358
19796.4296875|19880.3684296
19911.2109375|19870.6332688
19792.5292969|19989.2039859
19852.2402344|19769.6909301
19843.4101562|19853.0753347
19883.0605469|19836.6753034
19974.6191406|19896.2006727
19941.9609375|20024.5377308
19918.8808594|19956.0355347
19933.8105469|19912.8312837
19945.0390625|19933.8817886
19833.6796875|19949.3356346
19819.7792969|19786.9674723
19762.5996094|19787.0471551
19881.7597656|19722.6545903
19942.1601562|19915.8669294
19899.2890625|19992.9906516
19963.8007812|19908.4575828
19887.3808594|19993.9152802
19855.5292969|19866.716493
19954.2792969|19827.290439
19891.0|19982.6272669
19885.7304688|19879.6355017
19826.7695312|19876.9782532
19804.7207031|19796.6214105
19732.4003906|19779.9780965
19827.25|19690.5016138
19799.8496094|19849.229388
19912.7109375|19803.044153
20068.5097656|19965.41424
20100.9101562|20166.5752282
20093.7792969|20161.9339932
19971.1308594|20113.5823096
19864.0898438|19919.8814803
19890.9394531|19789.9480713
19884.9101562|19867.6988627
20071.4609375|19874.4980776
20052.4199219|20153.9349168
20090.2890625|20085.1290021
20054.3398438|20120.4292572
20172.4003906|20049.0784968
20269.3691406|20219.9315312
20412.1601562|20333.9938179
20504.4101562|20505.5405162
20611.859375|20585.9574097
20619.7695312|20693.3017041
20624.0507812|20652.9721934
20743.0|20633.9195329
20775.5996094|20797.4282757
20810.3203125|20811.7222942
20821.7597656|20839.2040103
20837.4394531|20836.5429123
20812.2402344|20848.4202704
21115.5507812|20803.4094908
21002.9707031|21252.9086953
21005.7109375|21010.0354879
20954.3398438|21005.83809
20924.7597656|20926.9501826
20855.7304688|20897.1226354
20858.1894531|20812.3732296
20902.9804688|20841.4339741
20881.4804688|20918.2482038
20837.3691406|20880.8072912
20950.0996094|20818.2097068
20934.5507812|20993.2435866
20914.6191406|20946.8458641
20905.859375|20910.3334295
20668.0097656|20898.8471716
20661.3007812|20561.8381543
20656.5800781|20613.9306956
20596.7207031|20636.592564
20550.9804688|20565.8954336
20701.5|20521.3311857
20659.3203125|20757.824764
20728.4902344|20666.4759277
20663.2207031|20762.3863162
20650.2109375|20647.5568418
20689.2402344|20636.9078308
20648.1503906|20699.8611007
20662.9492188|20634.533129
20656.0996094|20663.8625625
20658.0195312|20653.5688521
20651.3007812|20658.1296344
20591.859375|20648.6027268
20453.25|20565.2271759
20636.9199219|20384.3048518
20523.2792969|20687.1657428
20404.4902344|20497.487933
20578.7109375|20346.5552164
20547.7597656|20627.8959743
20763.890625|20555.6902597
20996.1191406|20859.680183
20975.0898438|21134.5231349
20981.3300781|21016.1383444
20940.5097656|20996.6745668
20913.4609375|20925.5451475
20949.890625|20894.1647478
20957.9003906|20956.5344471
20951.4707031|20963.3948676
21006.9394531|20951.1822258
21012.2792969|21030.189465
20975.7792969|21023.1565908
20943.109375|20964.6563197
20919.4199219|20925.124022
20896.609375|20902.6634778
20981.9394531|20881.0113099
20979.75|21012.0183196
20606.9296875|20990.2641424
20663.0195312|20465.4881631
20804.8398438|20634.5185013
20894.8300781|20850.2545148
20937.9101562|20947.7362329
21012.4199219|20974.4580753
21082.9492188|21054.7937462
21080.2792969|21124.978135
21029.4707031|21092.7527896
21008.6503906|21013.1377284
21144.1796875|20994.2856222
21206.2890625|21192.1611379
21184.0390625|21246.4012658
21136.2304688|21189.1786142
21173.6894531|21119.6532446
21182.5292969|21182.5572421
21271.9707031|21188.3352082
21235.6699219|21308.9745988
21328.4707031|21233.344833
21374.5605469|21364.43499
21359.9003906|21403.448387
21384.2792969|21363.7166899
21528.9902344|21395.2337437
21467.140625|21588.2655453
21410.0292969|21460.6560259
21397.2890625|21387.9737542
21394.7597656|21385.7865188
21409.5507812|21389.8568862
21310.6601562|21413.5754179
21454.609375|21274.8588076
21287.0292969|21498.8764443
21349.6308594|21237.0391129
21479.2695312|21360.5393859
21478.1699219|21527.6415541
21320.0390625|21489.2371338
21414.3398438|21268.2027907
21408.5195312|21436.5895074
21409.0703125|21410.188321
21532.140625|21409.8068444
21553.0898438|21574.9485074
21637.7402344|21568.4149019
21629.7207031|21670.3111247
21574.7304688|21633.1485245
21640.75|21557.1403616
21611.7792969|21660.5366999
21580.0703125|21605.0847775
21513.1699219|21568.7059174
21613.4296875|21489.7737417
21711.0097656|21643.7471082
21796.5507812|21745.7037668
21830.3105469|21826.9967863
21891.1191406|21844.9381218
21963.9199219|21912.7632065
22016.2402344|21990.3138285
22026.0996094|22038.5123055
22092.8105469|22032.9560654
22118.4199219|22115.4866706
22085.3398438|22129.2344576
22048.6992188|22075.7453499
21844.0097656|22036.6645881
21858.3203125|21786.3004267
21993.7109375|21866.0925608
21998.9902344|22037.5449485
